location_clean,price_myr,size_sqft,rooms_num,bathrooms_num,carparks_num,property_base,property_subtype,furnishing_clean
Mont Kiara,1800000.0,2552.0,5,5,2,Condominium,Standard,Partly Furnished
Mont Kiara,800000.0,1300.0,3,2,1,Condominium,Standard,Fully Furnished
Mont Kiara,1650000.0,1878.0,4,0,0,Condominium,Standard,Unfurnished
Mont Kiara,1690000.0,2020.0,4,0,2,Condominium,Standard,Partly Furnished
Pantai,700000.0,1500.0,2,2,3,Condominium,Corner,Fully Furnished
Taman Desa,1200000.0,1322.0,3,3,2,Condominium,Intermediate,Fully Furnished
KLCC,1000000.0,1033.0,3,2,0,Condominium,Standard,Unfurnished
Jalan Klang Lama (Old Klang Road),520000.0,797.0,2,2,1,Serviced Residence,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),550000.0,858.0,2,2,1,Serviced Residence,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),960000.0,1884.0,5,4,0,Serviced Residence,Standard,Unfurnished
Setapak,649000.0,1303.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Setapak,600000.0,1473.0,3,2,2,Condominium,Standard,Partly Furnished
Bangsar,820000.0,784.0,1,1,0,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,1050000.0,1513.0,5,3,2,Condominium,Standard,Partly Furnished
Kepong,545000.0,960.0,3,3,2,Condominium,Standard,Partly Furnished
Bandar Tasik Selatan,750888.0,1242.0,3,2,2,Condominium,Standard,Partly Furnished
Jalan Kuching,580000.0,1400.0,4,2,1,Condominium,Corner,Fully Furnished
Mont Kiara,1090000.0,907.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Cheras,495000.0,1142.0,4,2,2,Condominium,Intermediate,Partly Furnished
Wangsa Maju,710000.0,1085.0,3,2,0,Condominium,Standard,Fully Furnished
Mont Kiara,1645000.0,1496.0,4,2,2,Condominium,Corner,Partly Furnished
Wangsa Maju,349000.0,657.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Taman Desa,788000.0,1313.0,3,3,1,Condominium,Corner,Partly Furnished
Taman Desa,588000.0,1050.0,2,2,1,Condominium,Intermediate,Fully Furnished
Taman Desa,550000.0,1050.0,2,2,1,Condominium,Intermediate,Fully Furnished
Sri Hartamas,560000.0,820.0,2,1,0,Serviced Residence,Standard,Fully Furnished
Bukit Bintang,1850000.0,1604.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Sungai Besi,500000.0,1074.0,3,2,1,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),800000.0,1073.0,4,2,2,Condominium,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),748000.0,895.0,2,2,2,Condominium,Standard,Fully Furnished
Cheras,380000.0,1076.0,3,2,1,Condominium,Intermediate,Partly Furnished
KL City,3600.0,657.0,2,1,0,Condominium,Intermediate,Fully Furnished
Taman Tun Dr Ismail,950000.0,1102.0,3,2,2,Serviced Residence,Intermediate,Partly Furnished
Bukit Jalil,535000.0,1080.0,4,2,1,Condominium,Intermediate,Partly Furnished
Sri Hartamas,556000.0,560.0,2,1,1,Serviced Residence,Standard,Fully Furnished
Sri Hartamas,1500.0,520.0,0,1,0,Serviced Residence,Standard,Fully Furnished
KLCC,1500000.0,925.0,1,1,1,Serviced Residence,Standard,Partly Furnished
KLCC,2600000.0,1463.0,3,2,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,580000.0,940.0,3,2,2,Condominium,Intermediate,Unfurnished
Mont Kiara,640000.0,1015.0,3,2,2,Condominium,Intermediate,Unfurnished
KLCC,2200000.0,1271.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1813820.0,2038.0,4,4,2,Condominium,Standard,Partly Furnished
Pantai,820000.0,1253.0,3,2,2,Condominium,Intermediate,Unfurnished
KLCC,850000.0,876.0,2,2,1,Condominium,Standard,Partly Furnished
Ampang Hilir,890000.0,820.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
Jalan Klang Lama (Old Klang Road),700000.0,1168.0,3,2,2,Condominium,Intermediate,Fully Furnished
KLCC,1100000.0,835.0,2,2,1,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),478000.0,1201.0,4,2,1,Condominium,Standard,Fully Furnished
Kuchai Lama,537000.0,822.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,938000.0,1513.0,5,3,2,Condominium,Intermediate,Partly Furnished
Mont Kiara,585000.0,742.0,2,1,1,Serviced Residence,Standard,Fully Furnished
Ampang,1600000.0,1514.0,0,1,0,Serviced Residence,Corner,Partly Furnished
Sri Petaling,700000.0,1729.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),420000.0,950.0,3,2,2,Serviced Residence,Corner,Partly Furnished
Wangsa Maju,1000000.0,1528.0,3,2,2,Condominium,Standard,Fully Furnished
Sri Petaling,280000.0,850.0,3,2,1,Condominium,Standard,Partly Furnished
Cheras,380000.0,819.0,3,2,1,Serviced Residence,Corner,Unfurnished
Bangsar South,830000.0,831.0,2,1,0,Serviced Residence,Intermediate,Fully Furnished
Ampang,750000.0,950.0,3,2,1,Serviced Residence,Intermediate,Partly Furnished
Ampang,650000.0,856.0,2,2,1,Serviced Residence,Intermediate,Partly Furnished
Bangsar South,900000.0,1032.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1335000.0,925.0,1,1,1,Serviced Residence,Standard,Partly Furnished
KLCC,1380000.0,925.0,1,1,1,Serviced Residence,Standard,Partly Furnished
KLCC,1365000.0,925.0,1,1,1,Serviced Residence,Standard,Partly Furnished
Ampang,848424.0,1193.0,2,2,2,Serviced Residence,Intermediate,Partly Furnished
KLCC,1780000.0,1050.0,2,2,1,Serviced Residence,Standard,Fully Furnished
KL Sentral,1570000.0,1087.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,2201935.0,2213.0,5,5,0,Serviced Residence,Corner,Partly Furnished
KLCC,1705600.0,1066.0,3,2,0,Serviced Residence,Intermediate,Fully Furnished
Bangsar,2000000.0,2027.0,4,5,0,Serviced Residence,Standard,Partly Furnished
Ampang Hilir,1395000.0,2100.0,4,4,2,Condominium,Corner,Partly Furnished
KL Sentral,1550000.0,1584.0,4,3,2,Condominium,Corner,Fully Furnished
Bangsar,2152000.0,2152.0,4,3,1,Condominium,Corner,Partly Furnished
Damansara Heights,1795000.0,1148.0,2,2,2,Serviced Residence,Intermediate,Partly Furnished
Damansara Heights,2381904.0,1668.0,3,4,2,Serviced Residence,Intermediate,Partly Furnished
Damansara Heights,1814240.0,1160.0,2,2,2,Serviced Residence,Intermediate,Partly Furnished
Damansara Heights,2785500.0,1857.0,4,4,2,Serviced Residence,Intermediate,Partly Furnished
Damansara Heights,1718556.0,1148.0,2,2,2,Serviced Residence,Intermediate,Partly Furnished
Bukit Tunku (Kenny Hills),1400000.0,1991.0,4,4,1,Condominium,Standard,Partly Furnished
Ampang,585000.0,712.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
Kuchai Lama,560000.0,935.0,3,2,0,Serviced Residence,Standard,Partly Furnished
KLCC,2055720.0,2315.0,5,5,0,Condominium,Corner,Partly Furnished
Seputeh,1100000.0,1470.0,3,2,0,Condominium,Intermediate,Partly Furnished
Mont Kiara,1720000.0,2460.0,5,4,2,Condominium,Intermediate,Partly Furnished
Pantai,700000.0,1323.0,3,2,1,Condominium,Corner,Partly Furnished
Bukit Bintang,2800000.0,1307.0,2,4,1,Serviced Residence,Corner,Fully Furnished
City Centre,1290000.0,1830.0,4,4,1,Condominium,Corner,Fully Furnished
Jalan Klang Lama (Old Klang Road),395000.0,941.0,3,2,0,Condominium,Intermediate,Partly Furnished
Mont Kiara,620000.0,462.0,1,1,1,Serviced Residence,Standard,Fully Furnished
Wangsa Maju,499000.0,1267.0,4,3,2,Condominium,Standard,Fully Furnished
Damansara Heights,1680000.0,1160.0,2,2,2,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,590000.0,1100.0,3,2,2,Condominium,Standard,Partly Furnished
KL Eco City,996250.0,797.0,2,1,1,Condominium,Standard,Partly Furnished
Titiwangsa,790000.0,1033.0,3,2,1,Serviced Residence,Standard,Partly Furnished
Mont Kiara,1460000.0,1514.0,2,1,4,Condominium,Standard,Partly Furnished
KLCC,1100000.0,915.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Desa ParkCity,1200000.0,1507.0,3,3,1,Condominium,Standard,Fully Furnished
Desa ParkCity,1800000.0,2110.0,4,3,2,Condominium,Standard,Fully Furnished
Ampang Hilir,2670000.0,2365.0,4,4,2,Condominium,Standard,Partly Furnished
Mont Kiara,1330000.0,1200.0,3,2,2,Condominium,Standard,Unfurnished
Mont Kiara,6000.0,2243.0,4,4,2,Condominium,Standard,Partly Furnished
KLCC,1415700.0,850.0,1,1,1,Serviced Residence,Corner,Fully Furnished
Setapak,450000.0,1232.0,3,2,1,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),425000.0,1273.0,3,2,1,Condominium,Corner,Partly Furnished
Kuchai Lama,600000.0,1313.0,4,2,4,Condominium,Intermediate,Partly Furnished
Cheras,730000.0,1646.0,3,2,0,Condominium,Standard,Fully Furnished
Mont Kiara,1230000.0,1041.0,3,2,1,Serviced Residence,Corner,Partly Furnished
Mont Kiara,1800000.0,2025.0,4,4,0,Condominium,Corner,Partly Furnished
Bukit Jalil,690000.0,1415.0,4,2,2,Condominium,Standard,Partly Furnished
Bukit Jalil,588000.0,1050.0,2,2,2,Condominium,Standard,Partly Furnished
Bukit Jalil,730000.0,1407.0,4,2,0,Condominium,Standard,Partly Furnished
Bukit Jalil,1190000.0,1521.0,4,3,2,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,830000.0,1293.0,3,3,2,Condominium,Standard,Fully Furnished
Bukit Jalil,720000.0,1335.0,3,2,3,Condominium,Standard,Fully Furnished
Bukit Jalil,700000.0,1457.0,4,3,2,Condominium,Corner,Partly Furnished
Damansara Heights,1950000.0,1748.0,3,2,2,Serviced Residence,Intermediate,Fully Furnished
Bandar Menjalara,950000.0,1635.0,4,3,2,Condominium,Corner,Fully Furnished
Wangsa Maju,880000.0,1518.0,4,3,2,Condominium,Corner,Partly Furnished
Dutamas,1990000.0,1942.0,4,5,0,Condominium,Standard,Fully Furnished
Mont Kiara,1430000.0,1593.0,3,3,2,Condominium,Intermediate,Fully Furnished
Wangsa Maju,415000.0,830.0,2,2,2,Serviced Residence,Standard,Partly Furnished
Wangsa Maju,335000.0,670.0,2,1,1,Serviced Residence,Standard,Partly Furnished
Wangsa Maju,445000.0,890.0,4,2,2,Serviced Residence,Standard,Partly Furnished
Wangsa Maju,550000.0,1100.0,4,3,2,Serviced Residence,Standard,Partly Furnished
Wangsa Maju,475000.0,950.0,4,2,2,Serviced Residence,Standard,Partly Furnished
Wangsa Maju,450000.0,905.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Segambut,690000.0,1262.0,3,3,2,Condominium,Corner,Partly Furnished
Dutamas,850000.0,1253.0,3,2,1,Condominium,Intermediate,Fully Furnished
Mont Kiara,1300000.0,1605.0,4,0,0,Condominium,Standard,Fully Furnished
Mont Kiara,1250000.0,1605.0,4,0,0,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),410000.0,950.0,3,2,1,Serviced Residence,Intermediate,Fully Furnished
Mont Kiara,1900000.0,2535.0,4,6,3,Condominium,Standard,Fully Furnished
Bukit Tunku (Kenny Hills),1600000.0,1894.0,3,4,0,Condominium,Standard,Partly Furnished
Bukit Tunku (Kenny Hills),1650000.0,1927.0,3,4,0,Condominium,Standard,Partly Furnished
Ampang,730000.0,830.0,1,1,1,Serviced Residence,Standard,Partly Furnished
Dutamas,580000.0,1098.0,3,2,2,Condominium,Intermediate,Partly Furnished
Mont Kiara,2720000.0,2305.0,4,4,3,Serviced Residence,Intermediate,Partly Furnished
Bukit Bintang,1080000.0,947.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Bintang,925000.0,829.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
KLCC,1300000.0,890.0,2,1,1,Serviced Residence,Corner,Fully Furnished
Bukit Bintang,915000.0,818.0,1,1,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,580000.0,1441.0,4,2,2,Condominium,Standard,Fully Furnished
Cheras,480000.0,1142.0,4,2,1,Condominium,Intermediate,Partly Furnished
Bukit Jalil,430000.0,1231.0,3,2,1,Condominium,Intermediate,Partly Furnished
Setapak,395000.0,1009.0,3,2,0,Serviced Residence,Standard,Unfurnished
Setapak,480000.0,1009.0,3,2,2,Serviced Residence,Standard,Fully Furnished
Taman Tun Dr Ismail,500000.0,1381.0,4,3,0,Condominium,Standard,Unfurnished
Mont Kiara,840000.0,1300.0,3,3,2,Serviced Residence,Intermediate,Fully Furnished
Mont Kiara,1980000.0,1800.0,5,4,2,Condominium,Corner,Partly Furnished
Bangsar,2200000.0,2027.0,4,3,0,Serviced Residence,Intermediate,Partly Furnished
Kepong,495000.0,1050.0,4,3,2,Condominium,Standard,Partly Furnished
Kepong,505000.0,1050.0,5,3,3,Condominium,Standard,Partly Furnished
Sungai Besi,530000.0,1074.0,3,2,0,Condominium,Corner,Partly Furnished
Mont Kiara,1550000.0,1878.0,3,3,2,Condominium,Corner,Unfurnished
Sungai Besi,600000.0,1106.0,3,2,2,Condominium,Standard,Partly Furnished
Bandar Menjalara,640000.0,1316.0,4,2,2,Condominium,Standard,Unfurnished
KLCC,1150000.0,1065.0,2,2,1,Condominium,Intermediate,Fully Furnished
KL City,980000.0,743.0,1,1,1,Serviced Residence,Standard,Fully Furnished
Taman Desa,588000.0,928.0,2,2,1,Condominium,Standard,Partly Furnished
City Centre,820000.0,677.0,1,1,1,Serviced Residence,Standard,Fully Furnished
Bandar Menjalara,815000.0,1358.0,3,2,0,Condominium,Corner,Unfurnished
Bandar Menjalara,795000.0,1440.0,3,2,2,Condominium,Corner,Unfurnished
Bandar Menjalara,700000.0,1260.0,3,2,2,Condominium,Corner,Fully Furnished
Jalan Klang Lama (Old Klang Road),718000.0,935.0,4,2,2,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),720000.0,935.0,4,2,2,Condominium,Standard,Partly Furnished
Sentul,1000000.0,1400.0,4,4,2,Condominium,Standard,Partly Furnished
Sentul,1000000.0,1186.0,3,3,1,Condominium,Standard,Partly Furnished
Sentul,1100000.0,1488.0,4,4,2,Condominium,Standard,Partly Furnished
Sentul,1250000.0,1450.0,4,4,2,Condominium,Standard,Partly Furnished
Taman Desa,600000.0,935.0,3,2,1,Serviced Residence,Intermediate,Unfurnished
Mont Kiara,2766000.0,2305.0,5,4,3,Serviced Residence,Standard,Partly Furnished
Bukit Jalil,270000.0,791.0,1,1,1,Condominium,Standard,Unfurnished
Jalan Klang Lama (Old Klang Road),530000.0,645.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Jalil,1900.0,1252.0,3,2,1,Condominium,Corner,Fully Furnished
Ampang,728000.0,977.0,2,2,3,Serviced Residence,Intermediate,Partly Furnished
KLCC,2900000.0,1195.0,2,2,1,Serviced Residence,Standard,Fully Furnished
Mont Kiara,1460000.0,1817.0,2,2,1,Serviced Residence,Standard,Partly Furnished
Sri Petaling,615000.0,1279.0,3,3,2,Serviced Residence,Standard,Fully Furnished
Sri Petaling,610000.0,1279.0,3,3,2,Serviced Residence,Standard,Fully Furnished
Sentul,830000.0,2379.0,6,3,2,Condominium,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),1180000.0,1782.0,4,4,3,Condominium,Corner,Partly Furnished
Dutamas,860000.0,1300.0,3,3,2,Serviced Residence,Intermediate,Partly Furnished
Bukit Bintang,1400000.0,1555.0,3,3,2,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),300000.0,950.0,3,2,0,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),560000.0,852.0,2,2,0,Serviced Residence,Standard,Unfurnished
Sungai Besi,620000.0,1200.0,3,2,2,Condominium,Corner,Fully Furnished
Sentul,950000.0,1535.0,3,3,0,Condominium,Corner,Fully Furnished
Mont Kiara,1050000.0,1166.0,2,2,2,Serviced Residence,Standard,Unfurnished
Mont Kiara,751000.0,853.0,1,1,1,Serviced Residence,Standard,Unfurnished
Mont Kiara,635000.0,716.0,1,1,1,Serviced Residence,Standard,Unfurnished
Mont Kiara,1130000.0,2208.0,4,4,0,Condominium,Standard,Unfurnished
Bukit Bintang,1150000.0,1044.0,2,2,0,Serviced Residence,Standard,Fully Furnished
Mont Kiara,780000.0,773.0,1,1,0,Serviced Residence,Standard,Fully Furnished
Kuchai Lama,480000.0,936.0,2,2,2,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),580000.0,1385.0,4,3,1,Condominium,Standard,Fully Furnished
Cheras,490000.0,1042.0,3,2,2,Condominium,Standard,Partly Furnished
Cheras,380000.0,832.0,3,2,1,Condominium,Intermediate,Partly Furnished
Mont Kiara,780000.0,1339.0,3,2,0,Condominium,Standard,Fully Furnished
Desa Pandan,780000.0,1087.0,2,2,2,Serviced Residence,Intermediate,Fully Furnished
Desa Pandan,1200000.0,1410.0,2,2,2,Serviced Residence,Intermediate,Fully Furnished
Desa Pandan,1250000.0,1427.0,3,2,2,Serviced Residence,Intermediate,Fully Furnished
KL City,850000.0,657.0,0,1,1,Serviced Residence,Standard,Fully Furnished
KL City,485000.0,1063.0,3,2,1,Condominium,Intermediate,Fully Furnished
Setapak,430000.0,1135.0,4,2,1,Condominium,Intermediate,Partly Furnished
Setapak,378000.0,1231.0,3,2,1,Condominium,Standard,Unfurnished
Jalan Klang Lama (Old Klang Road),550000.0,1385.0,4,3,1,Condominium,Intermediate,Partly Furnished
Taman Desa,1630000.0,1784.0,3,4,2,Condominium,Standard,Partly Furnished
Ampang,655000.0,691.0,0,1,1,Serviced Residence,Standard,Partly Furnished
Ampang,4000.0,1360.0,3,2,0,Condominium,Standard,Fully Furnished
Sri Hartamas,430000.0,508.0,0,1,0,Serviced Residence,Standard,Fully Furnished
Bukit Bintang,800000.0,1.0,2,2,1,Serviced Residence,Intermediate,Fully Furnished
Bukit Bintang,1300000.0,1.0,3,3,2,Serviced Residence,Intermediate,Fully Furnished
Taman Tun Dr Ismail,930000.0,1356.0,3,2,1,Condominium,Corner,Fully Furnished
KL Sentral,2600000.0,1744.0,3,0,2,Serviced Residence,Standard,Partly Furnished
KL Sentral,2180000.0,766.0,0,1,0,Serviced Residence,Standard,Fully Furnished
Bukit Bintang,850000.0,1.0,2,2,2,Serviced Residence,Intermediate,Fully Furnished
Bandar Menjalara,408000.0,1076.0,3,2,1,Condominium,Standard,Unfurnished
Bandar Menjalara,420000.0,982.0,3,1,0,Condominium,Intermediate,Partly Furnished
Sri Petaling,345000.0,850.0,3,2,2,Condominium,Standard,Fully Furnished
Cheras,640000.0,897.0,3,2,0,Serviced Residence,Intermediate,Fully Furnished
Cheras,688000.0,1393.0,4,2,0,Condominium,Corner,Partly Furnished
Cheras,850680.0,1272.0,4,3,2,Serviced Residence,Corner,Fully Furnished
Jalan Klang Lama (Old Klang Road),685000.0,953.0,3,2,0,Serviced Residence,Intermediate,Unfurnished
Jalan Kuching,620000.0,1295.0,4,2,1,Condominium,Intermediate,Fully Furnished
Kuchai Lama,440000.0,936.0,2,2,2,Condominium,Intermediate,Partly Furnished
Setapak,380000.0,950.0,4,2,2,Condominium,Intermediate,Unfurnished
Seputeh,670000.0,807.0,2,2,1,Condominium,Standard,Partly Furnished
Bukit Jalil,880000.0,1457.0,4,3,2,Condominium,Corner,Fully Furnished
Sri Hartamas,825000.0,1230.0,4,2,0,Serviced Residence,Standard,Fully Furnished
Sri Hartamas,870000.0,1230.0,4,2,1,Serviced Residence,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),410000.0,852.0,4,2,1,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),1380000.0,2378.0,4,4,4,Condominium,Corner,Partly Furnished
Jalan Klang Lama (Old Klang Road),960000.0,1523.0,2,2,2,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),1080000.0,1875.0,4,4,3,Condominium,Intermediate,Unfurnished
Jalan Klang Lama (Old Klang Road),1050000.0,1707.0,3,3,2,Condominium,Intermediate,Partly Furnished
Bangsar South,945000.0,1119.0,3,2,1,Serviced Residence,Corner,Unfurnished
Jalan Klang Lama (Old Klang Road),878000.0,1523.0,2,2,2,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),1250000.0,2119.0,4,4,2,Condominium,Intermediate,Partly Furnished
Jalan Klang Lama (Old Klang Road),860000.0,1523.0,3,3,2,Condominium,Intermediate,Partly Furnished
Kepong,620000.0,1292.0,4,2,3,Serviced Residence,Standard,Partly Furnished
Taman Desa,620000.0,998.0,2,2,1,Condominium,Standard,Fully Furnished
Kepong,588000.0,1027.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Sri Hartamas,1150000.0,1460.0,4,3,0,Serviced Residence,Standard,Partly Furnished
Ampang Hilir,688000.0,502.0,0,1,1,Serviced Residence,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),1100000.0,1905.0,5,2,2,Serviced Residence,Standard,Fully Furnished
Ampang,588000.0,506.0,0,0,1,Serviced Residence,Standard,Partly Furnished
Jalan Klang Lama (Old Klang Road),550000.0,1108.0,3,2,1,Condominium,Standard,Fully Furnished
Jalan Klang Lama (Old Klang Road),433000.0,950.0,3,2,2,Serviced Residence,Standard,Partly Furnished
Setapak,520000.0,1328.0,4,2,1,Condominium,Standard,Partly Furnished
Cheras,735000.0,1535.0,3,2,1,Condominium,Standard,Partly Furnished
Setapak,538000.0,1102.0,3,2,2,Condominium,Standard,Partly Furnished
Brickfields,1200000.0,1733.0,4,3,3,Serviced Residence,Corner,Fully Furnished
KL City,530000.0,1105.0,3,2,1,Condominium,Standard,Unfurnished
Taman Desa,980000.0,1560.0,4,2,1,Condominium,Intermediate,Fully Furnished
Taman Desa,500000.0,950.0,2,2,1,Condominium,Standard,Partly Furnished
Bukit Bintang,550000.0,1300.0,3,2,1,Condominium,Intermediate,Partly Furnished
Taman Desa,360000.0,938.0,3,2,1,Condominium,Intermediate,Partly Furnished
Taman Desa,470000.0,1200.0,3,2,1,Condominium,Intermediate,Partly Furnished
Mont Kiara,720000.0,1015.0,3,2,2,Condominium,Corner,Partly Furnished
Setapak,415791.0,842.0,3,2,1,Serviced Residence,Intermediate,Unfurnished
Wangsa Maju,400000.0,770.0,4,2,1,Serviced Residence,Intermediate,Partly Furnished
Cheras,700000.0,1093.0,3,2,2,Condominium,Intermediate,Partly Furnished
